0.8935 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
21.6677 	INFO 	Loaded monitor calibration from ['2021_02_17 06:40']
22.3985 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x121a7ba58>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x121aa8278>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1440,  900]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.3989 	EXP 	window1: mouseVisible = True
22.3989 	EXP 	window1: recordFrameIntervals = False
22.5643 	EXP 	window1: recordFrameIntervals = True
22.7473 	DEBUG 	Screen (0) actual frame rate measured at 60.18
22.7474 	EXP 	window1: recordFrameIntervals = False
23.1649 	EXP 	Created intro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='intro', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Hi! Welcome to the experiment. ', units='height', win=Window(...), wrapWidth=1)
23.2104 	EXP 	Created instruction = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruction', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
23.5035 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0.0, fillColor='white', fillColorSpace='named', interpolate=True, lineColor='black', lineColorSpace='named', lineWidth=1, name='fixation', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.5048 	EXP 	Created cue = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor='green', fillColorSpace='named', fillRGB=array([  0., 128.,   0.]), interpolate=True, lineColor='green', lineColorSpace='named', lineRGB=array([  0., 128.,   0.]), lineWidth=1, name='cue', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
23.5064 	EXP 	Created target = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=-2.0, fillColor='green', fillColorSpace='named', interpolate=True, lineColor='green', lineColorSpace='named', lineWidth=1, name='target', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.3, 0.3]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.8088 	EXP 	Created ending = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ending', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
23.8311 	EXP 	intro: autoDraw = True
25.8140 	EXP 	instruction: autoDraw = True
25.8311 	EXP 	intro: autoDraw = False
44.6305 	DEBUG 	Read Excel file with pandas: conditions1.xlsx
44.6335 	DEBUG 	Clearing unnamed columns from conditions1.xlsx
44.6345 	EXP 	Imported conditions1.xlsx as conditions, 10 conditions, 3 params
44.6350 	EXP 	Created sequence: random, trialTypes=10, nReps=5, seed=None
44.6354 	EXP 	New trial (rep=0, index=0): OrderedDict([('target_pos', -0.5), ('cue_pos', 0.5), ('corrAns', 'left')])
44.6432 	DATA 	Keypress: space
44.6646 	EXP 	intro: autoDraw = False
44.6646 	EXP 	instruction: autoDraw = False
44.6646 	EXP 	cue: pos = array([0.5, 0. ])
44.6646 	EXP 	target: pos = array([-0.5,  0. ])
44.6646 	EXP 	fixation: autoDraw = True
45.1319 	EXP 	cue: autoDraw = True
45.3316 	EXP 	cue: autoDraw = False
45.3316 	EXP 	target: autoDraw = True
45.9363 	EXP 	New trial (rep=0, index=1): OrderedDict([('target_pos', 0.5), ('cue_pos', -0.5), ('corrAns', 'right ')])
45.9402 	DATA 	Keypress: left
45.9479 	EXP 	fixation: autoDraw = False
45.9479 	EXP 	cue: autoDraw = False
45.9479 	EXP 	target: autoDraw = False
45.9479 	EXP 	cue: pos = array([-0.5,  0. ])
45.9479 	EXP 	target: pos = array([0.5, 0. ])
45.9479 	EXP 	fixation: autoDraw = True
46.4314 	EXP 	cue: autoDraw = True
46.6313 	EXP 	cue: autoDraw = False
46.6313 	EXP 	target: autoDraw = True
46.9367 	EXP 	New trial (rep=0, index=2): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left ')])
46.9412 	DATA 	Keypress: right
46.9477 	EXP 	fixation: autoDraw = False
46.9477 	EXP 	cue: autoDraw = False
46.9477 	EXP 	target: autoDraw = False
46.9477 	EXP 	cue: pos = array([-0.5,  0. ])
46.9477 	EXP 	target: pos = array([-0.5,  0. ])
46.9477 	EXP 	fixation: autoDraw = True
47.4326 	EXP 	cue: autoDraw = True
47.6319 	EXP 	target: autoDraw = True
47.6491 	EXP 	cue: autoDraw = False
48.0001 	EXP 	New trial (rep=0, index=3): OrderedDict([('target_pos', 0.5), ('cue_pos', 0.5), ('corrAns', 'right ')])
48.0028 	DATA 	Keypress: left
48.0160 	EXP 	fixation: autoDraw = False
48.0160 	EXP 	cue: autoDraw = False
48.0160 	EXP 	target: autoDraw = False
48.0160 	EXP 	cue: pos = array([0.5, 0. ])
48.0160 	EXP 	target: pos = array([0.5, 0. ])
48.0160 	EXP 	fixation: autoDraw = True
48.4992 	EXP 	cue: autoDraw = True
48.6997 	EXP 	cue: autoDraw = False
48.6997 	EXP 	target: autoDraw = True
49.0172 	EXP 	New trial (rep=0, index=4): OrderedDict([('target_pos', 0.5), ('cue_pos', 0.5), ('corrAns', 'right ')])
49.0202 	DATA 	Keypress: right
49.0314 	EXP 	fixation: autoDraw = False
49.0314 	EXP 	cue: autoDraw = False
49.0314 	EXP 	target: autoDraw = False
49.0314 	EXP 	cue: pos = array([0.5, 0. ])
49.0314 	EXP 	target: pos = array([0.5, 0. ])
49.0314 	EXP 	fixation: autoDraw = True
49.5152 	EXP 	cue: autoDraw = True
49.7151 	EXP 	cue: autoDraw = False
49.7151 	EXP 	target: autoDraw = True
50.0013 	EXP 	New trial (rep=0, index=5): OrderedDict([('target_pos', -0.5), ('cue_pos', 0.5), ('corrAns', 'left ')])
50.0044 	DATA 	Keypress: right
50.0148 	EXP 	fixation: autoDraw = False
50.0148 	EXP 	cue: autoDraw = False
50.0148 	EXP 	target: autoDraw = False
50.0148 	EXP 	cue: pos = array([0.5, 0. ])
50.0148 	EXP 	target: pos = array([-0.5,  0. ])
50.0148 	EXP 	fixation: autoDraw = True
50.4990 	EXP 	cue: autoDraw = True
50.6995 	EXP 	cue: autoDraw = False
50.6995 	EXP 	target: autoDraw = True
51.0358 	EXP 	New trial (rep=0, index=6): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left ')])
51.0391 	DATA 	Keypress: left
51.0488 	EXP 	fixation: autoDraw = False
51.0488 	EXP 	cue: autoDraw = False
51.0488 	EXP 	target: autoDraw = False
51.0488 	EXP 	cue: pos = array([-0.5,  0. ])
51.0488 	EXP 	target: pos = array([-0.5,  0. ])
51.0488 	EXP 	fixation: autoDraw = True
51.5328 	EXP 	cue: autoDraw = True
51.7328 	EXP 	cue: autoDraw = False
51.7328 	EXP 	target: autoDraw = True
52.0700 	EXP 	New trial (rep=0, index=7): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left')])
52.0741 	DATA 	Keypress: left
52.0823 	EXP 	fixation: autoDraw = False
52.0823 	EXP 	cue: autoDraw = False
52.0823 	EXP 	target: autoDraw = False
52.0823 	EXP 	cue: pos = array([-0.5,  0. ])
52.0823 	EXP 	target: pos = array([-0.5,  0. ])
52.0823 	EXP 	fixation: autoDraw = True
52.5660 	EXP 	cue: autoDraw = True
52.7661 	EXP 	cue: autoDraw = False
52.7661 	EXP 	target: autoDraw = True
53.0862 	EXP 	New trial (rep=0, index=8): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left')])
53.0911 	DATA 	Keypress: left
53.0995 	EXP 	fixation: autoDraw = False
53.0995 	EXP 	cue: autoDraw = False
53.0995 	EXP 	target: autoDraw = False
53.0995 	EXP 	cue: pos = array([-0.5,  0. ])
53.0995 	EXP 	target: pos = array([-0.5,  0. ])
53.0995 	EXP 	fixation: autoDraw = True
53.5822 	EXP 	cue: autoDraw = True
53.7830 	EXP 	cue: autoDraw = False
53.7830 	EXP 	target: autoDraw = True
54.1203 	EXP 	New trial (rep=0, index=9): OrderedDict([('target_pos', 0.5), ('cue_pos', -0.5), ('corrAns', 'right ')])
54.1243 	DATA 	Keypress: left
54.1330 	EXP 	fixation: autoDraw = False
54.1330 	EXP 	cue: autoDraw = False
54.1330 	EXP 	target: autoDraw = False
54.1330 	EXP 	cue: pos = array([-0.5,  0. ])
54.1330 	EXP 	target: pos = array([0.5, 0. ])
54.1330 	EXP 	fixation: autoDraw = True
54.6162 	EXP 	cue: autoDraw = True
54.8163 	EXP 	cue: autoDraw = False
54.8163 	EXP 	target: autoDraw = True
55.1356 	EXP 	New trial (rep=1, index=0): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left ')])
55.1388 	DATA 	Keypress: right
55.1497 	EXP 	fixation: autoDraw = False
55.1497 	EXP 	cue: autoDraw = False
55.1497 	EXP 	target: autoDraw = False
55.1497 	EXP 	cue: pos = array([-0.5,  0. ])
55.1497 	EXP 	target: pos = array([-0.5,  0. ])
55.1497 	EXP 	fixation: autoDraw = True
55.6331 	EXP 	cue: autoDraw = True
55.8331 	EXP 	cue: autoDraw = False
55.8331 	EXP 	target: autoDraw = True
56.2370 	DATA 	Keypress: left
56.2526 	EXP 	New trial (rep=1, index=1): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left ')])
56.2664 	EXP 	fixation: autoDraw = False
56.2664 	EXP 	cue: autoDraw = False
56.2664 	EXP 	target: autoDraw = False
56.2664 	EXP 	cue: pos = array([-0.5,  0. ])
56.2664 	EXP 	target: pos = array([-0.5,  0. ])
56.2664 	EXP 	fixation: autoDraw = True
56.7497 	EXP 	cue: autoDraw = True
56.9499 	EXP 	cue: autoDraw = False
56.9499 	EXP 	target: autoDraw = True
57.2699 	EXP 	New trial (rep=1, index=2): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left')])
57.2747 	DATA 	Keypress: left
57.2832 	EXP 	fixation: autoDraw = False
57.2832 	EXP 	cue: autoDraw = False
57.2832 	EXP 	target: autoDraw = False
57.2832 	EXP 	cue: pos = array([-0.5,  0. ])
57.2832 	EXP 	target: pos = array([-0.5,  0. ])
57.2832 	EXP 	fixation: autoDraw = True
57.7659 	EXP 	cue: autoDraw = True
57.9656 	EXP 	cue: autoDraw = False
57.9656 	EXP 	target: autoDraw = True
58.3005 	EXP 	New trial (rep=1, index=3): OrderedDict([('target_pos', 0.5), ('cue_pos', -0.5), ('corrAns', 'right ')])
58.3033 	DATA 	Keypress: left
58.3166 	EXP 	fixation: autoDraw = False
58.3166 	EXP 	cue: autoDraw = False
58.3166 	EXP 	target: autoDraw = False
58.3166 	EXP 	cue: pos = array([-0.5,  0. ])
58.3166 	EXP 	target: pos = array([0.5, 0. ])
58.3166 	EXP 	fixation: autoDraw = True
58.7998 	EXP 	cue: autoDraw = True
58.9996 	EXP 	cue: autoDraw = False
58.9996 	EXP 	target: autoDraw = True
59.3204 	EXP 	New trial (rep=1, index=4): OrderedDict([('target_pos', 0.5), ('cue_pos', -0.5), ('corrAns', 'right ')])
59.3251 	DATA 	Keypress: right
59.3327 	EXP 	fixation: autoDraw = False
59.3327 	EXP 	cue: autoDraw = False
59.3327 	EXP 	target: autoDraw = False
59.3327 	EXP 	cue: pos = array([-0.5,  0. ])
59.3327 	EXP 	target: pos = array([0.5, 0. ])
59.3327 	EXP 	fixation: autoDraw = True
59.8166 	EXP 	cue: autoDraw = True
60.0169 	EXP 	cue: autoDraw = False
60.0169 	EXP 	target: autoDraw = True
60.3500 	EXP 	New trial (rep=1, index=5): OrderedDict([('target_pos', 0.5), ('cue_pos', 0.5), ('corrAns', 'right ')])
60.3528 	DATA 	Keypress: right
60.3667 	EXP 	fixation: autoDraw = False
60.3667 	EXP 	cue: autoDraw = False
60.3667 	EXP 	target: autoDraw = False
60.3667 	EXP 	cue: pos = array([0.5, 0. ])
60.3667 	EXP 	target: pos = array([0.5, 0. ])
60.3667 	EXP 	fixation: autoDraw = True
60.8501 	EXP 	cue: autoDraw = True
61.0502 	EXP 	cue: autoDraw = False
61.0502 	EXP 	target: autoDraw = True
61.3690 	EXP 	New trial (rep=1, index=6): OrderedDict([('target_pos', 0.5), ('cue_pos', 0.5), ('corrAns', 'right ')])
61.3724 	DATA 	Keypress: right
61.3833 	EXP 	fixation: autoDraw = False
61.3833 	EXP 	cue: autoDraw = False
61.3833 	EXP 	target: autoDraw = False
61.3833 	EXP 	cue: pos = array([0.5, 0. ])
61.3833 	EXP 	target: pos = array([0.5, 0. ])
61.3833 	EXP 	fixation: autoDraw = True
61.8665 	EXP 	cue: autoDraw = True
62.0667 	EXP 	cue: autoDraw = False
62.0667 	EXP 	target: autoDraw = True
62.3530 	EXP 	New trial (rep=1, index=7): OrderedDict([('target_pos', -0.5), ('cue_pos', -0.5), ('corrAns', 'left')])
62.3570 	DATA 	Keypress: right
62.3667 	EXP 	fixation: autoDraw = False
62.3667 	EXP 	cue: autoDraw = False
62.3667 	EXP 	target: autoDraw = False
62.3667 	EXP 	cue: pos = array([-0.5,  0. ])
62.3667 	EXP 	target: pos = array([-0.5,  0. ])
62.3667 	EXP 	fixation: autoDraw = True
62.8502 	EXP 	cue: autoDraw = True
63.0504 	EXP 	cue: autoDraw = False
63.0504 	EXP 	target: autoDraw = True
63.3367 	EXP 	New trial (rep=1, index=8): OrderedDict([('target_pos', -0.5), ('cue_pos', 0.5), ('corrAns', 'left ')])
63.3416 	DATA 	Keypress: left
63.3505 	EXP 	fixation: autoDraw = False
63.3505 	EXP 	cue: autoDraw = False
63.3505 	EXP 	target: autoDraw = False
63.3505 	EXP 	cue: pos = array([0.5, 0. ])
63.3505 	EXP 	target: pos = array([-0.5,  0. ])
63.3505 	EXP 	fixation: autoDraw = True
63.8317 	EXP 	cue: autoDraw = True
64.0317 	EXP 	cue: autoDraw = False
64.0317 	EXP 	target: autoDraw = True
64.3370 	EXP 	New trial (rep=1, index=9): OrderedDict([('target_pos', -0.5), ('cue_pos', 0.5), ('corrAns', 'left')])
64.3402 	DATA 	Keypress: left
64.3496 	EXP 	fixation: autoDraw = False
64.3496 	EXP 	cue: autoDraw = False
64.3496 	EXP 	target: autoDraw = False
64.3496 	EXP 	cue: pos = array([0.5, 0. ])
64.3496 	EXP 	target: pos = array([-0.5,  0. ])
64.3496 	EXP 	fixation: autoDraw = True
